,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,aqp4_Toluquilla_to_PP1,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,GINI_supplied_demand
0,0.41177708133747637,0.29460150530912177,-0.23119408699785438,-0.970889256046543,0.69363,0.815,0.76771,0.05407000000000006,0.25134,0.35695359782139735
1,-0.3475223521861517,-0.1540265762716695,0.6725922056856128,-0.019499411760418806,0.48278,0.16317000000000004,0.9817400000000001,0.014520000000000088,0.98302,0.4681984017039617
2,-0.4959279737447797,-0.5547577754156636,-0.2432986264346495,-0.2191920443372526,0.52703,0.03576999999999997,0.80791,0.58057,0.70431,0.29373019224453056
3,-0.39294524250288965,-0.24451052069840817,0.13035496249226308,-0.43672474182947973,0.57524,0.12417,0.9507,0.08935000000000004,0.73861,0.37069070116934244
4,-0.4668199475914234,-0.8107166333099596,-0.3899425411099182,-0.6811986117093771,0.62942,0.06074999999999997,0.6115200000000001,0.31853,0.76345,0.2623965631246823
5,0.5690647432562079,-0.14119834755132432,0.10984222034684366,-0.25923936226896616,0.53591,0.95002,0.35912999999999995,0.25387000000000004,0.67162,0.3058673663908139
6,0.6086198425453486,-0.20948867776105717,0.6041592088867205,0.1139963449811352,0.45319,0.98398,0.28483,0.15325999999999995,0.976,0.437951543695375
7,0.41294567888007094,-0.12858023129137885,-0.26940087384032463,0.1403460607144511,0.44735,0.8160000000000001,0.47536999999999996,0.90099,0.45962000000000003,0.26593990540177936
8,0.5150099749316133,-0.560527876832212,0.001271604334472043,0.0863737081071756,0.45931,0.90362,0.10748000000000002,0.63125,0.83975,0.3833147931351071
9,-0.1349764265587965,-0.42027431552041405,0.17181579264009228,-0.032564574704819105,0.48567000000000005,0.34563,0.6518900000000001,0.39071999999999996,0.85614,0.22594154056256743
10,0.5064158229003828,0.5457543562748937,0.19302620355208489,0.22867457410657432,0.42778000000000005,0.89624,0.87554,0.59016,0.34497,0.3324487618680005
11,0.6065681589161529,-0.2914582450193226,0.2951201414181732,0.5169000525889804,0.3639,0.98222,0.22977000000000003,0.74481,0.85315,0.4367987295676697
12,0.30404081918356884,-0.04543576599711874,-0.23835890780229496,-0.688370360842729,0.6310100000000001,0.72251,0.60768,0.18662,0.43143,0.21007704223897553
13,0.33356119102507886,-0.6139852705258912,-0.2927082246295378,-0.15696543060508894,0.5132399999999999,0.74785,0.19565999999999995,0.6733199999999999,0.7096199999999999,0.2408469154889808
14,0.42032184866060085,0.22916183392616807,0.09842011304981879,0.11360140377787875,0.45328,0.82233,0.7167399999999999,0.57315,0.46507,0.20102669300254392
15,0.3199283161743125,-0.4184796503426791,-0.552306589410178,-0.9658850256587816,0.69252,0.7361500000000001,0.33974000000000004,0.21689999999999998,0.46340000000000003,0.2181296520583705
16,0.05716231483703571,-0.4588376096792145,-0.23835890780229496,-0.688370360842729,0.6310100000000001,0.51057,0.49295999999999995,0.18662,0.65509,0.17037979197622588
17,0.30404081918356884,-0.0948035682600954,-0.24105350839980733,-0.817905423912648,0.65972,0.72251,0.57367,0.08123000000000002,0.45668,0.237108918318244
18,0.05390879285779121,0.014907463706852364,-0.47774874526852057,-0.9764296429766421,0.69485,0.50778,0.82157,0.14617999999999998,0.26927,0.2775183080438222
19,-0.152751246338938,-0.44077145278913066,-0.30468938147063085,-0.03382646817534418,0.48595,0.33037000000000005,0.65002,0.78559,0.60943,0.20097071035798453
20,0.5064158229003828,-0.4730255026490918,-0.09545485884650548,0.22867457410657432,0.42778000000000005,0.89624,0.17367999999999995,0.82985,0.7400800000000001,0.3823677660075451
21,-0.6021238853162236,-0.5313259347920039,-0.8429447550033384,-0.943235228486067,0.6875,0.055399999999999894,0.89721,0.47719999999999996,0.36721000000000004,0.33896004995659257
22,0.5521881786725968,-0.4346708675248443,-0.30221877610939485,0.0921094122924613,0.45804,0.93553,0.16857,0.88818,0.60746,0.40449794564982344
23,0.4923376346002935,-0.2613737293773763,-0.2432986264346495,-0.2191920443372526,0.52703,0.88415,0.32919,0.58057,0.54558,0.21813375330446033
24,0.5087606730728429,0.2872025077201339,0.8560194055326498,-0.12102569403409091,0.50528,0.89825,0.6958,0.25129,0.84355,0.4569985401206891
25,0.6086198425453486,0.07542731376118539,0.6041592088867205,-0.0030233370960638384,0.47912,0.98398,0.48111000000000004,0.056030000000000024,0.82186,0.40380917397492994
26,0.44597076037501227,-0.12858023129137885,0.13352666851635142,0.1403460607144511,0.44735,0.8443499999999999,0.45262,0.5662,0.67761,0.2025955951428273
27,-0.48101038610824687,-0.8107166333099596,-0.3899425411099182,-0.6811986117093771,0.62942,0.04857,0.6213,0.31853,0.76345,0.2658769708981071
28,0.42032184866060085,0.22916183392616807,0.09561359434634803,-0.2938560807486739,0.54358,0.82233,0.7167399999999999,0.23692999999999997,0.46355,0.2569370328436038
29,0.44343769639493336,-0.021161018390790876,-0.791713326863231,-0.7728362590532227,0.6497299999999999,0.84217,0.52837,0.57622,0.11892000000000003,0.2745105248644177
30,0.3409764871460097,-0.6139852705258912,-0.2927082246295378,-0.15696543060508894,0.5132399999999999,0.75422,0.19055,0.6733199999999999,0.7096199999999999,0.24524119404367659
31,0.41294567888007094,0.08702454799664583,-0.26940087384032463,0.1403460607144511,0.44735,0.8160000000000001,0.62391,0.90099,0.34297,0.3177880756429328
32,0.5690647432562079,-0.13478422550623192,0.020172395140639177,-0.25923936226896616,0.53591,0.95002,0.36354,0.32837000000000005,0.61964,0.2723062673664712
33,0.5025867439099772,0.5457543562748937,0.21314439072651692,0.124560528356634,0.45085,0.89295,0.87818,0.48693,0.35585,0.31035530476840084
34,0.5841858487910015,-0.14119834755132432,0.19361855900150782,-0.25923936226896616,0.53591,0.963,0.34870999999999996,0.18425999999999998,0.71695,0.34217229263005455
35,-0.1349764265587965,-0.42027431552041405,0.17181579264009228,-0.012479110427473988,0.48122,0.34563,0.6518900000000001,0.40741000000000005,0.85614,0.22420948660368253
36,0.5690647432562079,-0.14119834755132432,0.030385205595506948,-0.25923936226896616,0.53591,0.95002,0.35912999999999995,0.31989,0.62863,0.2773288857062572
37,0.33411878713360627,-0.4184796503426791,-0.552306589410178,-0.9658850256587816,0.69252,0.7483299999999999,0.32996000000000003,0.21689999999999998,0.46340000000000003,0.22369266621941314
38,-0.5381210075393359,-0.8107166333099596,-0.46284824600213015,-0.6560220689350296,0.62384,0.00045000000000006146,0.66064,0.40003,0.72401,0.2638234828872693
39,0.535390666330851,-0.7087304367452159,-0.4119265728613686,-0.8780257008218169,0.6730400000000001,0.92111,0.00865999999999989,0.17325999999999997,0.69638,0.37450400216906954
40,0.6065681589161529,-0.2914582450193226,0.0858753549142599,0.5169000525889804,0.3639,0.98222,0.22977000000000003,0.91867,0.73995,0.46665118465695066
41,0.41294567888007094,0.08702454799664583,-0.26940087384032463,0.24266096231875478,0.42467999999999995,0.8160000000000001,0.62391,0.986,0.34297,0.37142224485728836
42,0.3885505163996506,-0.16064528740395906,0.6725922056856128,0.004420737446944933,0.47746999999999995,0.79506,0.47009,0.005360000000000031,0.9866,0.4038897864413664
43,-0.37161533320576273,-0.1540265762716695,0.6725922056856128,-0.019499411760418806,0.48278,0.14248000000000005,0.99834,0.014520000000000088,0.98302,0.47614269695585365
44,-0.33641807316531724,-0.2390888475520554,0.6041592088867205,0.1139963449811352,0.45319,0.17269999999999996,0.91549,0.15325999999999995,0.99202,0.41849620029913465
45,0.05716231483703571,-0.45879778787769765,-0.23835890780229496,-0.6561930486087035,0.62388,0.51057,0.49298,0.21336,0.65507,0.16202289009400436
46,0.5150099749316133,-0.560527876832212,0.001271604334472043,0.39331013804627857,0.39129,0.90362,0.10748000000000002,0.88628,0.83975,0.44609794932623775
47,0.2181298862563335,-0.4184796503426791,-0.386021402117561,-0.9658850256587816,0.69252,0.64876,0.40986999999999996,0.07872999999999997,0.5533600000000001,0.22416576224032775
48,0.33356119102507886,-0.6139852705258912,-0.6929011109045526,-0.5828661371015431,0.60763,0.74785,0.19565999999999995,0.65196,0.49311000000000005,0.21933075497332657
49,0.35605400041484936,-0.8434427914415175,-0.09607416874151246,0.06486794175231436,0.46408000000000005,0.7671600000000001,0.02207999999999999,0.69426,0.94015,0.40510351422876806
50,0.5087606730728429,0.2872025077201339,-0.3670640064304267,-0.6119890203205409,0.61408,0.89825,0.6958,0.35702999999999996,0.18183000000000005,0.31453211481529153
51,-0.04538477884059888,-0.42027431552041405,0.17181579264009228,-0.032564574704819105,0.48567000000000005,0.42254,0.59017,0.39071999999999996,0.85614,0.1948712945058454
52,-0.3493368949473352,-0.1540265762716695,0.6725922056856128,0.25575273957574934,0.42177,0.16161000000000003,0.98299,0.21419,0.98302,0.43133579560189944
53,0.4923376346002935,0.09504061866433489,-0.2432986264346495,-0.32019205174934284,0.54942,0.88415,0.57473,0.49665000000000004,0.35275,0.21301965177612847
54,-0.5071163424355261,-0.5117257606427041,0.11636141163562799,-0.7574508971746687,0.64632,0.02615999999999996,0.84526,0.16551000000000005,0.87561,0.4186396167609373
55,0.3199283161743125,-0.28881663753217923,-0.6840145633548429,-0.9658850256587816,0.69252,0.7361500000000001,0.42906,0.32633,0.32199,0.19158523627177773
56,-0.4159265461789454,-0.8459931497869639,-0.4202909320785697,-0.6811986117093771,0.62942,0.10443999999999998,0.55216,0.34375,0.76612,0.24715238603592016
57,-0.3712986225272461,-0.24451052069840817,0.06028378086810196,-0.4401760683474181,0.57601,0.14276,0.9357800000000001,0.14471,0.7007,0.3427193164909362
58,0.34418420327558863,0.3113031315415895,-0.4145031452834649,-0.14103339069316445,0.50971,0.75697,0.82579,0.78776,0.14312999999999998,0.33255828071879556
59,0.5087606730728429,0.296149206806645,0.8560194055326498,-0.19022970489141008,0.52061,0.89825,0.70197,0.3087899999999999,0.8387100000000001,0.4652003831009897
60,0.3668851550806064,-0.9914981644163205,-0.1968340929943735,0.11055713949512697,0.45394999999999996,0.77646,0.08736999999999995,0.81594,0.96573,0.4757291751996107
61,0.45183668799573573,0.5970160917318268,0.6608266091577755,-0.22231153589286157,0.52772,0.84938,0.94845,0.17325999999999997,0.57033,0.4505317513985369
62,0.5087606730728429,0.1649615943475813,0.8560194055326498,0.05903906232885833,0.46536999999999995,0.89825,0.6115900000000001,0.10166999999999993,0.90968,0.4430895262497857
63,0.41365541796740946,-0.7627462408071362,-0.14402764097831589,0.0863737081071756,0.45931,0.8166100000000001,0.038000000000000034,0.75197,0.87054,0.392015778480982
64,0.5064158229003828,0.4897939705089256,0.19302620355208489,0.2178100862454737,0.43018,0.89624,0.83699,0.5811299999999999,0.37525,0.30821876279777266
65,0.5841300883006801,-0.07871735750442199,0.19361855900150782,-0.25923936226896616,0.53591,0.96295,0.39178999999999997,0.18425999999999998,0.6831400000000001,0.3298432168424809
66,0.4255544878461739,0.26049970458091365,0.8409694296899113,0.07874794552306968,0.46099999999999997,0.82682,0.73473,0.07278999999999991,0.84985,0.401946927590109
67,0.535390666330851,-0.022547418461208446,-0.4119265728613686,-0.8703073857719852,0.67133,0.92111,0.46407,0.17967,0.32514,0.30000984138960424
68,-0.3475223521861517,-0.1540265762716695,0.12654906796629334,-0.019499411760418806,0.48278,0.16317000000000004,0.9817400000000001,0.43918,0.6876,0.33587794418244243
69,0.5149932368153566,-0.5929235172676457,0.001271604334472043,0.0863737081071756,0.45931,0.9036,0.08518000000000003,0.63125,0.85728,0.3944615146022546
70,0.535390666330851,0.06406350181371151,-0.3578180937791644,-0.8703073857719852,0.67133,0.92111,0.52373,0.13471,0.30755999999999994,0.3172676485525648
71,0.5690647432562079,-0.14119834755132432,-0.04033785555052116,-0.1176686049847353,0.5045299999999999,0.95002,0.35912999999999995,0.49628000000000005,0.5903700000000001,0.2430610524510995
72,0.47844939044683943,-0.09721863851671642,0.030385205595506948,-0.25923936226896616,0.53591,0.8722300000000001,0.45185,0.31989,0.60484,0.22709002925138133
73,-0.3762143813433143,-0.5547577754156636,0.07684697940060392,-0.7574508971746687,0.64632,0.13854,0.72544,0.1326799999999999,0.87752,0.3799538045656245
74,0.4279532133007232,-0.8243500896975231,-0.43927725768232506,-0.6442376984428784,0.62123,0.8288800000000001,0.014289999999999914,0.39024000000000003,0.74414,0.3358696188986748
75,0.44597076037501227,-0.12858023129137885,0.07903726213724868,0.14379738761809097,0.44659000000000004,0.8443499999999999,0.45262,0.61434,0.64813,0.1988053982758015
76,0.5157097565395524,-0.560527876832212,0.022556576322331434,0.02724697173415369,0.47241999999999995,0.90422,0.10699999999999998,0.56443,0.85126,0.37574297724059463
77,0.41294567888007094,-0.4642199588464645,-0.26940087384032463,0.1403460607144511,0.44735,0.8160000000000001,0.24414000000000002,0.90099,0.6412,0.3450408138151688
78,0.5064158229003828,-0.13622427696581196,-0.22156658152741557,0.19706785641439217,0.43478000000000006,0.89624,0.40571,0.90838,0.48963,0.3145513226038193
79,-0.4668199475914234,-0.8149614349628953,-0.3245746789723558,-0.6811986117093771,0.62942,0.06074999999999997,0.6086,0.26422,0.80111,0.28011988315186465
80,-0.3475223521861517,-0.1540265762716695,-0.2745716470440355,-0.019499411760418806,0.48278,0.16317000000000004,0.9817400000000001,0.77247,0.47058999999999995,0.3642634730538923
81,-0.48101038610824687,-0.8107166333099596,-0.30884900097345547,-0.6811986117093771,0.62942,0.04857,0.6213,0.25115,0.80732,0.2869943684146784
82,-0.4446768416656941,-0.8107166333099596,-0.3899425411099182,-0.6811986117093771,0.62942,0.07976000000000005,0.5962700000000001,0.31853,0.76345,0.2569531151318434
83,-0.1349764265587965,-0.35834563094694394,0.17181579264009228,-0.032564574704819105,0.48567000000000005,0.34563,0.6945600000000001,0.39071999999999996,0.82263,0.2225487550811884
84,0.33356119102507886,-0.4965154848330171,-0.2927082246295378,-0.15696543060508894,0.5132399999999999,0.74785,0.27658000000000005,0.6733199999999999,0.6460699999999999,0.2058144418415821
85,0.5690647432562079,-0.14119834755132432,0.15899656209666088,-0.25923936226896616,0.53591,0.95002,0.35912999999999995,0.21303000000000005,0.6982200000000001,0.32323003623495217
86,-0.4959279737447797,-0.5547577754156636,0.03648994254452331,-0.7584713149746556,0.64655,0.03576999999999997,0.80791,0.09999000000000002,0.85568,0.38974612211700455
87,0.535390666330851,-0.4447505165355988,-0.4108369128523969,-0.7631367214450004,0.64758,0.92111,0.17320000000000002,0.26781,0.5541499999999999,0.30795969049524863
88,0.5025867439099772,0.5457543562748937,0.21314439072651692,-0.7784186324513787,0.65097,0.89295,0.87818,0.26335,0.35585,0.4562533193852096
89,0.5280813974264789,-0.4346708675248443,-0.30221877610939485,0.0921094122924613,0.45804,0.91484,0.18518,0.88818,0.60746,0.38831834763397216
90,0.3409764871460097,-0.5975972164676104,-0.25650002117866666,-0.15696543060508894,0.5132399999999999,0.75422,0.20184000000000002,0.64324,0.72034,0.24213887555834468
91,0.5064158229003828,-0.4730255026490918,-0.0718797136357973,0.22867457410657432,0.42778000000000005,0.89624,0.17367999999999995,0.81026,0.75283,0.37697825403128077
92,0.445987498491269,-0.25958195532681083,0.13352666851635142,0.13897360305825668,0.44765,0.84436,0.36236,0.56506,0.74848,0.24897125619436142
93,0.05390879285779121,-0.6844853870270928,-0.2836195390357608,-0.9764296429766421,0.69485,0.50778,0.33975,0.015120000000000022,0.75268,0.27803798445622524
94,0.5690647432562079,-0.26395218940200826,0.0412036863549832,-0.25923936226896616,0.53591,0.95002,0.27456,0.31089999999999995,0.7009000000000001,0.312593649981371
95,-0.3475223521861517,-0.1540265762716695,0.011751311808242293,-0.019499411760418806,0.48278,0.16317000000000004,0.9817400000000001,0.53457,0.62549,0.3218171544807323
96,0.3409764871460097,-0.6139852705258912,-0.29777969618495675,-0.15696543060508894,0.5132399999999999,0.75422,0.19055,0.67754,0.70688,0.2449014400459777
97,-0.1349764265587965,-0.42027431552041405,0.17181579264009228,0.0022827728283853765,0.47795,0.34563,0.6518900000000001,0.41967,0.85614,0.2229250418015582
98,0.5143002358442748,-0.12858023129137885,-0.26940087384032463,0.1403460607144511,0.44735,0.90301,0.40554999999999997,0.90099,0.45962000000000003,0.3076348036613078
